id,jlpt_level,word,reading,image_review,meaning,Sentence(eg),Sentence(zh),Sentence,meaning_zh,meaning_zh_needs_review,meaning_zh_note,jmdict_pos,jmdict_glosses,image_status,image_score,image_type,visual_domain,image_query_en,image_query_ja,distractor_pool,classification_reason,source,meaning_zh_source,meaning_zh_review,Sentence(zh)_needs_review,Sentence(zh)_note
n3_06566,N3,真剣,しんけん,NO PICTURE,"seriousness,earnestness",I didn't consider the subject seriously.,我没有认真考虑那个问题。,私はその問題を真剣には考えなかった。,,,,adjectival nouns or quasi-adjectives (keiyodoshi) | noun (common) (futsuumeishi),serious | earnest | real sword (as opposed to a wooden practice weapon),scene_image,68,visual_state_scene,action_state,seriousness scene,真剣,action_state,adjective can be shown visually,Tanos JLPT vocabulary,,,FALSE,
n3_06567,N3,真面目,まじめ,NO PICTURE,"diligent,serious,honest",The students are for the most part diligent.,这里的大学生大部分都很认真。,ここの大学生は大部分が真面目である。,,,,noun (common) (futsuumeishi) | adjectival nouns or quasi-adjectives (keiyodoshi),one's true character | one's true self | one's true worth | serious | earnest,scene_image,68,visual_state_scene,action_state,diligent scene,真面目,action_state,adjective can be shown visually,Tanos JLPT vocabulary,,,FALSE,
n3_06582,N3,硬い,かたい,NO PICTURE,"solid,hard (esp. metal, stone),unpolished writing",I prefer hardwood floors to carpet.,我喜欢硬木地板胜过地毯。,私はカーペットよりも硬い木の床が好きです。,,,,adjective (keiyoushi),hard | solid | tough | stiff | tight,scene_image,68,visual_state_scene,action_state,solid scene,硬い,action_state,adjective can be shown visually,Tanos JLPT vocabulary,,,,
n3_06585,N3,確実,かくじつ,NO PICTURE,"certainty,reliability,soundness",Be sure to put out the fire before you leave.,一定要熄了火，然后再离开。,君が去る前には火を確実に消しなさい。,,,,adjectival nouns or quasi-adjectives (keiyodoshi) | noun (common) (futsuumeishi),certain | sure | definite | reliable | sound,scene_image,68,visual_state_scene,action_state,certainty scene,確実,action_state,adjective can be shown visually,Tanos JLPT vocabulary,,,,
n3_06612,N3,積極的,せっきょくてき,NO PICTURE,"positive,active,proactive",He has none of his father's aggressiveness.,他完全没有他父亲的积极进取心。,彼に父の持っている積極的が全然ない。,,,,adjectival nouns or quasi-adjectives (keiyodoshi),positive | assertive | active | proactive | aggressive,scene_image,68,visual_state_scene,action_state,positive scene,積極的,action_state,adjective can be shown visually,Tanos JLPT vocabulary,,,FALSE,
n3_06613,N3,穏やか,おだやか,NO PICTURE,"calm,gentle,quiet",We spent a peaceful day in the countryside.,我们在乡下度过了平静的一天。,我々は田舎で穏やかな一日を過ごした。,,,,adjectival nouns or quasi-adjectives (keiyodoshi),calm | quiet | gentle | peaceful | mild,scene_image,68,visual_state_scene,action_state,calm scene,穏やか,action_state,adjective can be shown visually,Tanos JLPT vocabulary,,,FALSE,
n3_06621,N3,立派,りっぱ,NO PICTURE,"splendid,fine,handsome,elegant,imposing,prominent,legal,legitimate",Sir Harold is a fine English gentleman.,哈罗德先生是一个很好的英国绅士。,サー・ハロルドは立派な英国紳士です。,,,,adjectival nouns or quasi-adjectives (keiyodoshi),splendid | fine | handsome | elegant | imposing,scene_image,68,visual_state_scene,action_state,splendid scene,立派,action_state,adjective can be shown visually,Tanos JLPT vocabulary,,,,
n3_06630,N3,等しい,ひとしい,NO PICTURE,equal,Your answer almost amounts to a threat.,你的回答几乎等同于威胁。,あなたの返答はほとんど脅迫に等しい。,,,,adjective (keiyoushi),equal | identical | the same | no different (from) | just like,scene_image,68,visual_state_scene,action_state,equal scene,等しい,action_state,adjective can be shown visually,Tanos JLPT vocabulary,,,FALSE,
n3_06642,N3,粗末,そまつ,NO PICTURE,"crude,rough,plain,humble","Be it ever so humble, there's no place like home.",金窝银窝不如自己的狗窝。,いかに粗末であろうとも我が家に勝る所はない。,,,,adjectival nouns or quasi-adjectives (keiyodoshi) | noun (common) (futsuumeishi),crude | rough | plain | humble | shabby,scene_image,68,visual_state_scene,action_state,crude scene,粗末,action_state,adjective can be shown visually,Tanos JLPT vocabulary,,,,
n3_06650,N3,素晴らしい,すばらしい,NO PICTURE,"wonderful,splendid,magnificent",It's hard to come up with great ideas.,有好主意很难。,素晴らしい考えを思いつくのは難しい。,,,,adjective (keiyoushi),wonderful | splendid | magnificent | amazing | superb,scene_image,68,visual_state_scene,action_state,wonderful scene,素晴らしい,action_state,adjective can be shown visually,Tanos JLPT vocabulary,,,,
n3_06713,N3,臭い,くさい,NO PICTURE,"odour,scent,smell,stench",I smell something burning in the kitchen.,我闻到厨房里有东西烧焦了。,台所で何か焦げ臭いにおいがしますよ。,,,,adjective (keiyoushi),stinking | smelly | suspicious | fishy | hammy (acting),scene_image,68,visual_state_scene,action_state,odour scene,臭い,action_state,adjective can be shown visually,Tanos JLPT vocabulary,,,,
n3_06723,N3,苦しい,くるしい,NO PICTURE,"painful,difficult",This belt is squishing my waist.,这条腰带让我腰疼。,このベルトのせいで腰回りが苦しいわ。,,,,adjective (keiyoushi),painful | difficult | tough | hard | distressing,scene_image,68,visual_state_scene,action_state,painful scene,苦しい,action_state,adjective can be shown visually,Tanos JLPT vocabulary,,,FALSE,
n3_06726,N3,苦手,にがて,NO PICTURE,"poor (at),weak (in),dislike (of)",Tom has trouble controlling his emotions.,汤姆不擅长控制自己的情绪。,トムは自分の感情を抑えるのが苦手だ。,,,,adjectival nouns or quasi-adjectives (keiyodoshi) | noun (common) (futsuumeishi),poor (at) | weak (in) | not very good (at) | not one's cup of tea | not one's favorite,scene_image,68,visual_state_scene,action_state,poor scene,苦手,action_state,adjective can be shown visually,Tanos JLPT vocabulary,,,FALSE,
n3_06729,N3,莫大,ばくだい,NO PICTURE,"enormous,vast",My uncle is possessed of great wealth.,我叔叔拥有很多的财富。,私のおじは莫大な財産を所有している。,,,,adjectival nouns or quasi-adjectives (keiyodoshi) | noun (common) (futsuumeishi),vast | huge | immense | enormous | colossal,scene_image,68,visual_state_scene,action_state,enormous scene,莫大,action_state,adjective can be shown visually,Tanos JLPT vocabulary,,,,
n3_06771,N3,親しい,したしい,NO PICTURE,"intimate,close (e.g. friend)",I have been on friendly terms with him for more than twenty years.,我和他有二十多年的好友关系。,彼とは２０年以上も親しい間柄である。,,,,adjective (keiyoushi),close (e.g. friend) | familiar | friendly | intimate | familiar (e.g. story),scene_image,68,visual_state_scene,action_state,intimate scene,親しい,action_state,adjective can be shown visually,Tanos JLPT vocabulary,,,FALSE,
n3_06816,N3,詳しい,くわしい,NO PICTURE,"knowing very well,detailed,full,accurate",Is there someone who is familiar with welfare systems?,有熟悉福利制度的人吗？,福祉制度について詳しい人はいますか？,,,,adjective (keiyoushi),detailed | full | minute | knowing very well | knowledgeable (about),scene_image,68,visual_state_scene,action_state,knowing very well scene,詳しい,action_state,adjective can be shown visually,Tanos JLPT vocabulary,,,FALSE,
n3_06850,N3,豊富,ほうふ,NO PICTURE,"abundance,wealth,plenty,bounty",He was experienced in business.,他有做生意的经验。,彼は経験豊富なビジネスマンだった。,,,,adjectival nouns or quasi-adjectives (keiyodoshi) | noun (common) (futsuumeishi),abundant | plentiful | rich | ample,scene_image,68,visual_state_scene,action_state,abundance scene,豊富,action_state,adjective can be shown visually,Tanos JLPT vocabulary,,,,
n3_06852,N3,豪華,ごうか,NO PICTURE,"wonderful,gorgeous,splendor,pomp,extravagance",She was dressed in rich silks.,她穿著华丽的丝绸服饰。,彼女は豪華な絹の服を着ていた。,,,,adjectival nouns or quasi-adjectives (keiyodoshi) | noun (common) (futsuumeishi),extravagant | lavish | opulent | luxurious | magnificent,scene_image,68,visual_state_scene,action_state,wonderful scene,豪華,action_state,adjective can be shown visually,Tanos JLPT vocabulary,,,,
n3_06856,N3,貧しい,まずしい,NO PICTURE,"poor,needy",He never looks down on poor people.,他从未看不起穷人。,彼は決して貧しい人たちを軽蔑しない。,,,,adjective (keiyoushi),poor | needy | lacking (quantity and quality-wise) | scanty | skimpy,scene_image,68,visual_state_scene,action_state,poor scene,貧しい,action_state,adjective can be shown visually,Tanos JLPT vocabulary,,,,
n3_06862,N3,貴重,きちょう,NO PICTURE,"precious,valuable",His help has been invaluable.,他的援助真是雪中送炭。,彼の援助は非常に貴重なものであった。,,,,adjectival nouns or quasi-adjectives (keiyodoshi) | noun (common) (futsuumeishi),precious | valuable,scene_image,68,visual_state_scene,action_state,precious scene,貴重,action_state,adjective can be shown visually,Tanos JLPT vocabulary,,,,
n3_06869,N3,賢い,かしこい,NO PICTURE,"wise,clever,smart",I thought I was being clever.,我以为自己很聪明。,俺って、賢いって思ってたんだけどな。,,,,adjective (keiyoushi),wise | clever | smart | well-behaved (esp. children and pets) | obedient,scene_image,68,visual_state_scene,action_state,wise scene,賢い,action_state,adjective can be shown visually,Tanos JLPT vocabulary,,,FALSE,
n3_06889,N3,辛い,つらい,NO PICTURE,"painful,heart-breaking",She has gone through many difficulties.,她经历过许多困难。,彼女は多くの辛い思いを経験してきた。,,,,adjective (keiyoushi),spicy | hot | salty | harsh (criticism) | severe (punishment),scene_image,68,visual_state_scene,action_state,painful scene,辛い,action_state,adjective can be shown visually,Tanos JLPT vocabulary,,,,
n3_06936,N3,違いない,ちがいない,NO PICTURE,"(phrase) sure,no mistaking it,for certain",There must be something at the back of this matter.,此事必有隐情。,この事件の裏に何かがあるに違いない。,,,,"expressions (phrases, clauses, etc.) | adjective (keiyoushi)",sure | no mistaking it | for certain | without doubt,scene_image,68,visual_state_scene,action_state,sure scene,違いない,action_state,adjective can be shown visually,Tanos JLPT vocabulary,,,,
n3_06940,N3,適切,てきせつ,NO PICTURE,"pertinent,appropriate,adequate,relevance",That was not at all an appropriate remark.,那句话一点也不恰当。,あれはどうも適切な発言ではなかった。,,,,adjectival nouns or quasi-adjectives (keiyodoshi) | noun (common) (futsuumeishi),appropriate | suitable | fitting | apt | proper,scene_image,68,visual_state_scene,action_state,pertinent scene,適切,action_state,adjective can be shown visually,Tanos JLPT vocabulary,,,FALSE,
n3_06956,N3,重大,じゅうだい,NO PICTURE,"serious,important,grave,weighty",This is considered to be a matter of great importance.,这被认为是一件大事。,これは重大な事柄だと考えられている。,,,,adjectival nouns or quasi-adjectives (keiyodoshi) | noun (common) (futsuumeishi),serious | important | significant | grave | weighty,scene_image,68,visual_state_scene,action_state,serious scene,重大,action_state,adjective can be shown visually,Tanos JLPT vocabulary,,,,
n3_06957,N3,重要,じゅうよう,NO PICTURE,"important,momentous,essential,principal,major",That's not very important to me.,那对我不重要。,それは僕にとってあまり重要ではない。,,,,adjectival nouns or quasi-adjectives (keiyodoshi),important | essential | significant | major | key,scene_image,68,visual_state_scene,action_state,important scene,重要,action_state,adjective can be shown visually,Tanos JLPT vocabulary,,,,
n3_06975,N3,鋭い,するどい,NO PICTURE,"pointed,sharp","All of a sudden, we heard the sharp cry of a cat.",突然，我们听到了那只猫的尖尖的叫唤。,突然、猫の鋭い叫び声が私たちに聞こえた。,,,,adjective (keiyoushi),"sharp (knife, claws, etc.) | pointed | sharp (pain, tone, etc.) | acute | stabbing",scene_image,68,visual_state_scene,action_state,pointed scene,鋭い,action_state,adjective can be shown visually,Tanos JLPT vocabulary,,,,
n3_06993,N3,陸,りく,NO PICTURE,six (used in legal documents),The airplane took off ten minutes ago.,飞机十分钟之前就起飞了。,その飛行機は１０分前に離陸しました。,,,,adjectival nouns or quasi-adjectives (keiyodoshi) | noun (common) (futsuumeishi),satisfactory | decent | good | proper | worthy,scene_image,68,visual_state_scene,action_state,six scene,陸,action_state,adjective can be shown visually,Tanos JLPT vocabulary,,,,
n3_06994,N3,陽気,ようき,NO PICTURE,"season,weather,cheerfulness",He is not the cheerful man he was.,他已经不再是以前那个快乐的男孩了。,彼は昔の陽気な人でなくなっている。,,,,adjectival nouns or quasi-adjectives (keiyodoshi) | noun (common) (futsuumeishi),cheerful | jovial | merry | lively | weather,scene_image,68,visual_state_scene,action_state,season scene,陽気,action_state,adjective can be shown visually,Tanos JLPT vocabulary,,,,
n3_07015,N3,非常,ひじょう,NO PICTURE,"emergency,extraordinary,unusual",Esperanto grammar is very simple.,世界语语法很简单。,エスペラントの文法は非常に簡単です。,,,,noun (common) (futsuumeishi) | adjectival nouns or quasi-adjectives (keiyodoshi),emergency | extreme | great | extraordinary | remarkable,scene_image,68,visual_state_scene,action_state,emergency scene,非常,action_state,adjective can be shown visually,Tanos JLPT vocabulary,,,,
n3_07017,N3,面倒,めんどう,NO PICTURE,"trouble,difficulty,care,attention",The plan gave rise to much trouble.,这个计划带来了很多麻烦。,その計画は多くの面倒を引き起こした。,,,,noun (common) (futsuumeishi) | adjectival nouns or quasi-adjectives (keiyodoshi),trouble | bother | difficulty | care | attention,scene_image,68,visual_state_scene,action_state,trouble scene,面倒,action_state,adjective can be shown visually,Tanos JLPT vocabulary,,,,
n3_07025,N3,順調,じゅんちょう,NO PICTURE,"favourable,doing well,O.K.,all right","As far as I'm concerned, things are going well.",据我所知，事情很顺利。,私に関しては事態は順調に進んでいる。,,,,adjectival nouns or quasi-adjectives (keiyodoshi) | noun (common) (futsuumeishi),favourable | favorable | doing well | OK | all right,scene_image,68,visual_state_scene,action_state,favourable scene,順調,action_state,adjective can be shown visually,Tanos JLPT vocabulary,,,,
n3_07055,N3,馬鹿,ばか,NO PICTURE,"fool,idiot,trivial matter,folly",I don't like being made a fool of.,我不喜欢被人愚弄。,他人に馬鹿にされるのは好きじゃない。,,,,noun (common) (futsuumeishi) | adjectival nouns or quasi-adjectives (keiyodoshi),idiot | moron | fool | stupid | foolish,scene_image,68,visual_state_scene,action_state,fool scene,馬鹿,action_state,adjective can be shown visually,Tanos JLPT vocabulary,,,,
n3_07056,N3,駄目,だめ,NO PICTURE,"useless,no good,hopeless",You must go through with your plan.,你必须按照你的计划行事。,自分の計画はやり通さなきゃ駄目だよ。,,,,adjectival nouns or quasi-adjectives (keiyodoshi) | noun (common) (futsuumeishi),no good | not serving its purpose | useless | broken | hopeless,scene_image,68,visual_state_scene,action_state,useless scene,駄目,action_state,adjective can be shown visually,Tanos JLPT vocabulary,,,,
n3_07062,N3,高価,こうか,NO PICTURE,high price,That guitar is too expensive for me to buy.,那把吉他太贵了，我买不起。,あのギターは高価で、私には買えない。,,,,adjectival nouns or quasi-adjectives (keiyodoshi) | noun (common) (futsuumeishi),highly priced | expensive | valuable | costly,scene_image,68,visual_state_scene,action_state,high price scene,高価,action_state,adjective can be shown visually,Tanos JLPT vocabulary,,,,
n2_03984,N2,刺身,さしみ,OK,sliced raw fish,It was not until I came to Japan that I ate sashimi.,这是我来到日本以来第一次吃生鱼片。,日本に来て初めて刺身を食べたんだ。,生鱼片,FALSE,,noun (common) (futsuumeishi),"sashimi (raw sliced fish, shellfish or crustaceans)",direct_image,84,single_object_or_place,animal,sliced raw fish,刺身,animal,concrete noun domain: animal,Tanos JLPT vocabulary,,,,
n2_04868,N2,競馬,けいば,OK,horse racing,"I'm tickled pink about winning 10,000 yen at the horse races.",我在赛马中中了大奖，高兴得不得了。,競馬で万馬券を当ててウハウハなんだ。,赛马,FALSE,,noun (common) (futsuumeishi),horse racing,direct_image,84,single_object_or_place,animal,horse racing,競馬,animal,concrete noun domain: animal,Tanos JLPT vocabulary,,,FALSE,
n2_03890,N2,保健,ほけん,NO PICTURE,"health preservation,hygiene,sanitation",You had better go to the infirmary.,你最好去一下医务室。,君は保健室に行った方がいいぞ。,健康维护,TRUE,,noun (common) (futsuumeishi),preservation of health | hygiene | sanitation | health education (school subject),direct_image,84,single_object_or_place,body_health,health preservation,保健,body_health,concrete noun domain: body_health,Tanos JLPT vocabulary,,,,
n2_03917,N2,先頭,せんとう,NO PICTURE,"head,lead,vanguard,first","Let's start now, and you go first.",我们出发吧，你先走。,さあ出発しよう。君先頭を行きなさい。,最前头、前端,TRUE,,noun (common) (futsuumeishi),"head (of a line, group, etc.) | front | lead | forefront | vanguard",direct_image,84,single_object_or_place,body_health,head,先頭,body_health,concrete noun domain: body_health,Tanos JLPT vocabulary,manual,manual correction: head / front,FALSE,
n2_04078,N2,向う,むかう,NO PICTURE,"(v5u) to face,to go towards",Please take me across the river.,请带我去河对岸。,私を川向うへ連れて行ってください。,对面,TRUE,,noun (common) (futsuumeishi),opposite side | other side | over there | ahead | beyond,direct_image,84,single_object_or_place,body_health,to face,向う,body_health,concrete noun domain: body_health,Tanos JLPT vocabulary,,,FALSE,
n2_04811,N2,真っ先,まっさき,NO PICTURE,"the head,the foremost,beginning","When an earthquake occurs, what will you do first?",地震发生时，您会首先做什么？,地震が来たら、真っ先に何をしますか。,最先、最前,TRUE,,noun (common) (futsuumeishi),the head | the foremost | beginning | the very front,direct_image,84,single_object_or_place,body_health,head,真っ先,body_health,concrete noun domain: body_health,Tanos JLPT vocabulary,manual,manual correction: first / foremost,FALSE,
n2_04991,N2,薬品,やくひん,OK,"medicine(s),chemical(s)",This chemical will prevent germs from breeding.,这种化学药品可以防止细菌繁殖。,この化学薬品は細菌の繁殖を防ぐだろう。,药品,TRUE,可能包含化学药品,noun (common) (futsuumeishi),medicine | drug | chemical (agent) | chemicals,direct_image,84,single_object_or_place,body_health,medicine,薬品,body_health,concrete noun domain: body_health,Tanos JLPT vocabulary,,,FALSE,
n2_05248,N2,頭脳,ずのう,NO PICTURE,"head,brains,intellect",Even our brains are subject to the laws of physics.,就连我们的头脑也遵守物理法则。,我々の頭脳でさえ、全て物理の法則に従っている。,头脑,TRUE,,noun (common) (futsuumeishi),head | brains | intellect | understanding,direct_image,84,single_object_or_place,body_health,head,頭脳,body_health,concrete noun domain: body_health,Tanos JLPT vocabulary,,,,
n2_05275,N2,麓,ふもと,NO PICTURE,"the foot,the bottom,the base (of a mountain)",The soldiers got to the foot of the hill before dawn.,士兵们在黎明前到达了山脚。,兵士達は夜明け前に山の麓に着いた。,山脚,FALSE,,noun (common) (futsuumeishi),foot (of a mountain or hill) | bottom | base,direct_image,84,single_object_or_place,body_health,foot,麓,body_health,concrete noun domain: body_health,Tanos JLPT vocabulary,,,FALSE,
n2_04087,N2,和服,わふく,OK,Japanese clothes,You look good in a kimono.,你穿着和服看上去很漂亮。,あなたは和服の方がよく似合います。,和服,FALSE,,noun (common) (futsuumeishi),Japanese clothes,direct_image,84,single_object_or_place,clothing,Japanese clothes,和服,clothing,concrete noun domain: clothing,Tanos JLPT vocabulary,,,,
n2_04821,N2,着替え,きがえ,NO PICTURE,"changing clothes,change of clothes",She helped her daughter get dressed.,她帮她女儿穿好衣服。,彼女は娘の着替えを手伝いました。,换衣服,FALSE,,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,changing clothes | change of clothes,direct_image,84,single_object_or_place,clothing,changing clothes,着替え,clothing,concrete noun domain: clothing,Tanos JLPT vocabulary,,,,
n2_03679,N2,サークル,サークル,NO PICTURE,"circle,sports club (i.e. at a company)",,通过大学的社团活动，结识了许多朋友。,大学のサークル活動を通して、多くの仲間と出会った。,社团,TRUE,,noun (common) (futsuumeishi),group with a common interest (e.g. students) | club (e.g. company sports club) | circle | circle (shape),direct_image,84,single_object_or_place,color_shape,circle,サークル,color_shape,concrete noun domain: color_shape,Tanos JLPT vocabulary,,,FALSE,
n2_04814,N2,真っ青,まっさお,NO PICTURE,"deep blue,ghastly pale",You look so pale. Are you sick?,你脸色这么差，身体不舒服吗？,顔、真っ青だけど、体調でも悪いの？,湛蓝;惨白,TRUE,,adjectival nouns or quasi-adjectives (keiyodoshi) | noun (common) (futsuumeishi),deep blue | bright blue | ghastly pale | pallid | white as a sheet,direct_image,84,single_object_or_place,color_shape,deep blue,真っ青,color_shape,concrete noun domain: color_shape,Tanos JLPT vocabulary,,,FALSE,
n2_04815,N2,真っ黒,まっくろ,NO PICTURE,pitch black,The chimney is belching black smoke.,那根烟囱正喷出浓浓的黑烟。,その煙突は真っ黒い煙を噴出している。,漆黑,TRUE,,adjectival nouns or quasi-adjectives (keiyodoshi) | noun (common) (futsuumeishi),pitch black,direct_image,84,single_object_or_place,color_shape,pitch black,真っ黒,color_shape,concrete noun domain: color_shape,Tanos JLPT vocabulary,,,FALSE,
n2_03510,N2,おやつ,おやつ,OK,"(1) between meal snack,afternoon refreshment",Tom went to the kitchen to get a snack.,汤姆去厨房拿零食了。,トムならおやつをもらいに台所に行ったよ。,点心,FALSE,,noun (common) (futsuumeishi),between-meal snack | mid-afternoon (around 3 o'clock) snack | afternoon refreshment | afternoon tea,direct_image,84,single_object_or_place,food_drink,between meal snack,おやつ,food_drink,concrete noun domain: food_drink,Tanos JLPT vocabulary,,,FALSE,
n2_03828,N2,井戸,いど,OK,water well,Truth is difficult to find at the bottom of a well.,在井底很难找到真理。,真相は井戸の底にあり探りにくい。,水井,FALSE,,noun (common) (futsuumeishi),water well,direct_image,84,single_object_or_place,food_drink,water well,井戸,food_drink,concrete noun domain: food_drink,Tanos JLPT vocabulary,,,,
n2_04099,N2,噴水,ふんすい,OK,water fountain,There are a lot of coins in the park fountain.,公园喷泉里有很多硬币。,公園の噴水の中に銭がいっぱいある。,喷泉,FALSE,,noun (common) (futsuumeishi),water fountain,direct_image,84,single_object_or_place,food_drink,water fountain,噴水,food_drink,concrete noun domain: food_drink,Tanos JLPT vocabulary,,,FALSE,
n2_04126,N2,地下水,ちかすい,NO PICTURE,underground water,Some vineyards still choose to irrigate using underground water sources.,有些葡萄园仍选择使用地下水进行灌溉。,ワイン畑の中には、未だ地下水を使用した灌漑を選択するところもある。,地下水,FALSE,,noun (common) (futsuumeishi),groundwater | underground water,direct_image,84,single_object_or_place,food_drink,underground water,地下水,food_drink,concrete noun domain: food_drink,Tanos JLPT vocabulary,,,FALSE,
n2_04335,N2,御手洗,おてあらい,NO PICTURE,font of purifying water placed at entrance of shrine,,,,御手洗,TRUE,可能指神社入口净化水装置，但JMdict注释为厕所相关，需确认常用学习者含义,noun (common) (futsuumeishi),toilet | restroom | lavatory | bathroom,direct_image,84,single_object_or_place,food_drink,font of purifying water placed at entrance of shrine,御手洗,food_drink,concrete noun domain: food_drink,Tanos JLPT vocabulary,,,,
n2_04481,N2,断水,だんすい,NO PICTURE,water outage,The water has been cut off.,水管断水了。,水道が断水しました。,停水,TRUE,,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb | intransitive verb,suspension of water supply | water outage,direct_image,84,single_object_or_place,food_drink,water outage,断水,food_drink,concrete noun domain: food_drink,Tanos JLPT vocabulary,,,FALSE,
n2_04541,N2,果実,かじつ,OK,"fruit,nut,berry.",They stole apples from my orchard.,他们从我的果园偷了苹果。,彼らは私の果実園からりんごを盗んだ。,水果,FALSE,from existing zh_meanings.py,noun (common) (futsuumeishi),fruit | nut | berry | fruits | profit,direct_image,84,single_object_or_place,food_drink,fruit,果実,food_drink,concrete noun domain: food_drink,Tanos JLPT vocabulary,,,,
n2_04597,N2,水滴,すいてき,OK,drop of water,"If your windows are not airtight, moisture will seep in.",如果窗户不密封，就会有水滴渗入。,気密性でない窓ならば、水滴ができるだろう。,水滴,FALSE,,noun (common) (futsuumeishi),drop of water | vessel for replenishing inkstone water,direct_image,84,single_object_or_place,food_drink,drop of water,水滴,food_drink,concrete noun domain: food_drink,Tanos JLPT vocabulary,,,FALSE,
n2_04601,N2,水蒸気,すいじょうき,NO PICTURE,"water vapour,steam",Water turns into steam when it is boiled.,水沸腾后变为蒸汽。,水は沸騰すると水蒸気になる。,水蒸气,FALSE,,noun (common) (futsuumeishi),water vapour | water vapor | steam,direct_image,84,single_object_or_place,food_drink,water vapour,水蒸気,food_drink,concrete noun domain: food_drink,Tanos JLPT vocabulary,,,,
n2_04766,N2,田植え,たうえ,OK,rice planting,We planted rice.,我们进行了插秧。,私たちは田植えをしました。,插秧,FALSE,,noun (common) (futsuumeishi),rice planting,direct_image,84,single_object_or_place,food_drink,rice planting,田植え,food_drink,concrete noun domain: food_drink,Tanos JLPT vocabulary,,,FALSE,
n2_04972,N2,茶碗,ちゃわん,OK,"rice bowl,tea cup,teacup",A bowl of rice weighs about 180 grams.,一碗饭大约重一百八十克。,お茶碗一杯のご飯は約、１８０ｇです。,饭碗,FALSE,from existing zh_meanings.py,noun (common) (futsuumeishi),rice bowl | tea cup | teacup,direct_image,84,single_object_or_place,food_drink,rice bowl,茶碗,food_drink,concrete noun domain: food_drink,Tanos JLPT vocabulary,,,,
n2_05006,N2,衣食住,いしょくじゅう,NO PICTURE,"necessities of life (food, clothing, etc.)","Children depend on their parents for food, clothing and shelter.",孩子们的衣食住行靠的是他们的父母。,子供は衣食住を親に依存している。,衣食住,TRUE,,noun (common) (futsuumeishi),"food, clothing and shelter | necessities of life",direct_image,84,single_object_or_place,food_drink,necessities of life (food,衣食住,food_drink,concrete noun domain: food_drink,Tanos JLPT vocabulary,,,,
n2_05261,N2,餅,もち,NO PICTURE,sticky rice cake,"No, a dango is not a mochi.",不，团子不是年糕。,いいえ、お団子はお餅ではありません。,米糕,FALSE,,noun (common) (futsuumeishi),mochi | small rice cake made from glutinous rice,direct_image,84,single_object_or_place,food_drink,sticky rice cake,餅,food_drink,concrete noun domain: food_drink,Tanos JLPT vocabulary,,,FALSE,
n2_03782,N2,三日月,みかづき,NO PICTURE,"new moon,crescent moon",I am stepping on the crescent moon with my feet.,我正用脚踩着三日月。,足で三日月を踏んでいる。,三日月,TRUE,中文中更常用'月牙'表示新月，但此处需根据日语原词翻译,noun (common) (futsuumeishi),crescent moon | young moon,direct_image,84,single_object_or_place,nature_weather,new moon,三日月,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,,FALSE,
n2_03804,N2,並木,なみき,OK,"roadside tree,row of trees",The row of cherry blossom trees planted along the river was very beautiful.,河岸的樱花树列非常美丽。,川沿いの桜並木が、すごく綺麗でした。,行道树；树列,FALSE,,noun (common) (futsuumeishi),roadside trees | row of trees,direct_image,84,single_object_or_place,nature_weather,roadside tree,並木,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,,FALSE,
n2_04080,N2,吹雪,ふぶき,OK,snow storm,We made good time until we ran into a blizzard.,我们路上一帆风顺，直到遇上暴风雪。,猛吹雪に遭うまでは順調に進んだ。,暴风雪,FALSE,,noun (common) (futsuumeishi),snow storm | blizzard,direct_image,84,single_object_or_place,nature_weather,snow storm,吹雪,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,,,
n2_04164,N2,夕日,ゆうひ,OK,"(in) the evening sun,setting sun",We admired the beautiful sunset.,我们被美丽的夕阳所吸引。,私たちはきれいな夕日に見とれていた。,夕阳,FALSE,,noun (common) (futsuumeishi),evening sun | setting sun,direct_image,84,single_object_or_place,nature_weather,evening sun,夕日,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,,FALSE,
n2_04178,N2,大木,たいぼく,OK,large tree,There used to be a large cedar tree there.,那里以前有一棵高大的雪松树。,昔そこにはスギの大木があった。,大树,FALSE,,noun (common) (futsuumeishi),large tree,direct_image,84,single_object_or_place,nature_weather,large tree,大木,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,,,
n2_04259,N2,山林,さんりん,OK,"mountain forest,mountains and forest",,,,山林；山地森林；林区,FALSE,,noun (common) (futsuumeishi),mountain forest | forest on a mountain | forest land | woodland | mountains and forests,direct_image,84,single_object_or_place,nature_weather,mountain forest,山林,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,,,
n2_04491,N2,日当たり,ひあたり,OK,"exposure to the sun,sunny place",This room does not get much sun.,这间房照不到很多阳光。,この部屋はあまり日当たりがよくないの。,向阳地；阳光充足处,FALSE,,noun (common) (futsuumeishi),exposure to the sun | sunny place | per day,direct_image,84,single_object_or_place,nature_weather,exposure to the sun,日当たり,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,,,
