id,jlpt_level,word,reading,meaning,jmdict_pos,jmdict_glosses,image_status,image_score,image_type,visual_domain,image_query_en,image_query_ja,distractor_pool,classification_reason,source
n2_04346,N2,応対,おうたい,"receiving,dealing with",noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,"dealing with (people, customers, complaints, etc.) | receiving (callers, visitors, etc.) | attending to | handling | serving",review,48,action_needs_review,person_family,person receivinging,応対,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n2_04347,N2,応接,おうせつ,reception,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb | intransitive verb,reception (e.g. of visitors) | dealing with,review,48,action_needs_review,person_family,person receptioning,応接,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n2_04348,N2,応援,おうえん,"aid,assistance,help,reinforcement",noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,aid | assistance | help | support | reinforcement,review,48,action_needs_review,person_family,person aiding,応援,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n2_04349,N2,応用,おうよう,"application,put to practical use",noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb | noun or verb acting prenominally,"(practical) application | putting to practical use | applied (e.g. physics, linguistics, research)",review,48,action_needs_review,person_family,person applicationing,応用,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n2_04350,N2,快晴,かいせい,good weather,noun (common) (futsuumeishi) | nouns which may take the genitive case particle 'no',clear weather | cloudless weather | good weather,skip,10,not_recommended,skip,good weather,快晴,,function word or bound form,Tanos JLPT vocabulary
n2_04351,N2,思いっ切り,おもいっきり,to one's heart's content | as much as one wants | as hard as one can,adverb (fukushi),to one's heart's content | as much as one wants | as hard as one can | with all one's strength | to the best of one's ability,scene_image,72,person_action_scene,action_state,person one'sing heart's content,思いっ切り,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04352,N2,思い付く,おもいつく,"to think of,to hit upon",Godan verb with 'ku' ending | transitive verb | intransitive verb,to think of | to hit upon | to come into one's mind | to be struck with an idea | to remember,scene_image,72,person_action_scene,action_state,person thinking of,思い付く,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04353,N2,思い掛けない,おもいがけない,"unexpected,casual",adjective (keiyoushi),unexpected | contrary to expectations | by chance | casual,scene_image,68,visual_state_scene,action_state,unexpected scene,思い掛けない,action_state,adjective can be shown visually,Tanos JLPT vocabulary
n2_04354,N2,思い込む,おもいこむ,"to be under impression that,to be convinced that",Godan verb with 'mu' ending | intransitive verb,to be convinced (that) | to be under the impression (that) | to feel sure (that) | to assume (that) | to make up one's mind,scene_image,72,person_action_scene,action_state,person being under impression that,思い込む,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04355,N2,怠る,おこたる,"to neglect,to be off guard,to be feeling better",Godan verb with 'ru' ending | transitive verb,to neglect | to be negligent in | to be neglectful of | to fail to do | to leave undone,scene_image,72,person_action_scene,action_state,person neglecting,怠る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04356,N2,性別,せいべつ,"distinction by sex,sex,gender",noun (common) (futsuumeishi),(distinction of) sex | gender,review,55,noun_needs_review,general,distinction by sex,性別,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_04357,N2,性能,せいのう,"ability,efficiency",noun (common) (futsuumeishi),ability | performance | efficiency,skip,25,abstract_noun,skip,ability,性能,,abstract noun,Tanos JLPT vocabulary
n2_04358,N2,性質,せいしつ,"nature,property,disposition",noun (common) (futsuumeishi),nature (of a person) | disposition | temperament | character | quality,review,55,noun_needs_review,general,nature,性質,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_04359,N2,怪しい,あやしい,"suspicious,dubious,doubtful",adjective (keiyoushi),suspicious | dubious | questionable | dodgy | shady,scene_image,68,visual_state_scene,action_state,suspicious scene,怪しい,action_state,adjective can be shown visually,Tanos JLPT vocabulary
n2_04360,N2,恋しい,こいしい,"(1) dear,beloved,darling,(2) yearned for",adjective (keiyoushi),yearned for | longed for | missed,scene_image,68,visual_state_scene,action_state,dear scene,恋しい,action_state,adjective can be shown visually,Tanos JLPT vocabulary
n2_04361,N2,恐縮,きょうしゅく,"shame,very kind of you,sorry to trouble",noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,feeling (much) obliged | being (very) grateful | being thankful | feeling sorry (for troubling someone) | feeling ashamed (e.g. of an error),review,48,action_needs_review,person_family,person shaming,恐縮,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n2_04362,N2,恨み,うらみ,resentment,noun (common) (futsuumeishi),resentment | grudge | malice | bitterness | matter for regret,review,55,noun_needs_review,general,resentment,恨み,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_04363,N2,恨む,うらむ,"to curse,to feel bitter",Godan verb with 'mu' ending | transitive verb,to bear a grudge against | to resent | to blame | to curse | to feel bitter towards,scene_image,72,person_action_scene,action_state,person cursing,恨む,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04364,N2,恩恵,おんけい,"grace,favor,blessing,benefit",noun (common) (futsuumeishi),grace | favor | favour | blessing | benefit,review,55,noun_needs_review,general,grace,恩恵,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_04365,N2,恵まれる,めぐまれる,"to be blessed with,to be rich in",Ichidan verb | intransitive verb,to be blessed with | to be rich in | to abound in,scene_image,72,person_action_scene,action_state,person being blessed with,恵まれる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04366,N2,悔しい,くやしい,"regrettable,mortifying,vexing",adjective (keiyoushi),"frustrated (over a failure, humiliation or injustice) | annoyed | chagrined | (bitterly) disappointed | bitter",scene_image,68,visual_state_scene,action_state,regrettable scene,悔しい,action_state,adjective can be shown visually,Tanos JLPT vocabulary
n2_04367,N2,悔やむ,くやむ,to mourn,Godan verb with 'mu' ending | transitive verb,to mourn | to lament | to be sorry | to regret | to repent,scene_image,72,person_action_scene,action_state,person mourning,悔やむ,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04368,N2,悠々,ゆうゆう,"quiet,calm,leisurely",'taru' adjective | adverb taking the 'to' particle | adverb (fukushi),quiet | calm | leisurely | composed | easily,skip,10,not_recommended,skip,quiet,悠々,,function word or bound form,Tanos JLPT vocabulary
n2_04369,N2,惜しい,おしい,"regrettable,disappointing,precious",adjective (keiyoushi),regrettable | disappointing | unfortunate | precious | dear,scene_image,68,visual_state_scene,action_state,regrettable scene,惜しい,action_state,adjective can be shown visually,Tanos JLPT vocabulary
n2_04370,N2,意地悪,いじわる,"malicious,ill-tempered,unkind",adjectival nouns or quasi-adjectives (keiyodoshi) | noun (common) (futsuumeishi),malicious | ill-tempered | unkind | mean | nasty,scene_image,68,visual_state_scene,action_state,malicious scene,意地悪,action_state,adjective can be shown visually,Tanos JLPT vocabulary
n2_04371,N2,意義,いぎ,"meaning,significance",noun (common) (futsuumeishi),meaning | significance,skip,25,abstract_noun,skip,meaning,意義,,abstract noun,Tanos JLPT vocabulary
n2_04372,N2,感ずる,かんずる,"to feel,to sense",Ichidan verb - zuru verb (alternative form of -jiru verbs) | transitive verb | intransitive verb,to feel | to sense | to experience | to be moved (by) | to be touched (by),scene_image,72,person_action_scene,action_state,person feeling,感ずる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04373,N2,感想,かんそう,"impressions,thoughts",noun (common) (futsuumeishi),impressions | thoughts | feelings | reactions,review,55,noun_needs_review,general,impressions,感想,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_04374,N2,感激,かんげき,"deep emotion,impression,inspiration",noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,deep emotion | impression | inspiration,review,48,action_needs_review,person_family,person deeping emotion,感激,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n2_04375,N2,慰める,なぐさめる,"to comfort,to console",Ichidan verb | transitive verb,to comfort | to console | to amuse,scene_image,72,person_action_scene,action_state,person comforting,慰める,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04376,N2,慶び,よろこび,"(n) (a) joy,(a) delight,rapture,pleasure,gratification,rejoicing,congratulations,felicitations",noun (common) (futsuumeishi),joy | delight | rapture | pleasure | gratification,review,55,noun_needs_review,general,joy,慶び,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_04377,N2,慶ぶ,よろこぶ,to be delighted | to be glad | to be pleased,Godan verb with 'bu' ending | transitive verb | intransitive verb,to be delighted | to be glad | to be pleased | to rejoice | to congratulate,scene_image,72,person_action_scene,action_state,person being delighted,慶ぶ,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04378,N2,憎い,にくい,"hateful,abominable,poor-looking,detestable",adjective (keiyoushi),hateful | detestable | abominable | vexing | provoking,scene_image,68,visual_state_scene,action_state,hateful scene,憎い,action_state,adjective can be shown visually,Tanos JLPT vocabulary
n2_04379,N2,憎む,にくむ,"to hate,to detest",Godan verb with 'mu' ending | transitive verb,to hate | to detest,scene_image,72,person_action_scene,action_state,person hating,憎む,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04380,N2,憎らしい,にくらしい,"odious,hateful",adjective (keiyoushi),odious | hateful | detestable | horrible | (speaking ironically) darling,scene_image,68,visual_state_scene,action_state,odious scene,憎らしい,action_state,adjective can be shown visually,Tanos JLPT vocabulary
n2_04381,N2,憧れる,あこがれる,"to long for,to yearn after,to admire",Ichidan verb | intransitive verb,to long for | to yearn for | to hanker after | to be attracted by | to be drawn to,scene_image,72,person_action_scene,action_state,person longing for,憧れる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04382,N2,懐かしい,なつかしい,"dear,desired,missed",adjective (keiyoushi),dear (old) | fondly remembered | beloved | missed | nostalgic,scene_image,68,visual_state_scene,action_state,dear scene,懐かしい,action_state,adjective can be shown visually,Tanos JLPT vocabulary
n2_04383,N2,成分,せいぶん,"ingredient,component,composition",noun (common) (futsuumeishi),ingredient | component | composition,review,55,noun_needs_review,general,ingredient,成分,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_04384,N2,成立,せいりつ,"coming into existence,arrangements,establishment,completion",noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,formation | establishment | materialization | coming into existence | conclusion (e.g. of a deal),review,48,action_needs_review,person_family,person cominging into existence,成立,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n2_04385,N2,戸棚,とだな,"cupboard,locker,closet,wardrobe",noun (common) (futsuumeishi),cupboard | locker | closet | wardrobe | cabinet,review,55,noun_needs_review,general,cupboard,戸棚,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_04386,N2,所々,ところどころ,"here and there,some parts (of something)",adverb (fukushi) | noun (common) (futsuumeishi),here and there | in places,review,48,action_needs_review,person_family,person hering and there,所々,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n2_04387,N2,扇ぐ,あおぐ,"to fan,to flap",Godan verb with 'gu' ending | transitive verb,to fan | to incite | to instigate,scene_image,72,person_action_scene,action_state,person fanning,扇ぐ,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04388,N2,扇子,せんす,folding fan,noun (common) (futsuumeishi),folding fan,review,55,noun_needs_review,general,folding fan,扇子,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_04389,N2,扇風機,せんぷうき,electric fan,noun (common) (futsuumeishi),electric fan,review,55,noun_needs_review,general,electric fan,扇風機,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_04390,N2,手入れ,ていれ,"repairs,maintenance",noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,care | looking after | repair | maintenance | tending,review,48,action_needs_review,person_family,person repairsing,手入れ,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n2_04391,N2,手前,てまえ,"before,this side,we,you",noun (common) (futsuumeishi),before oneself | in front of one | nearby | a bit before reaching (a location) | this side (of a location),review,55,noun_needs_review,general,before,手前,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_04392,N2,手帳,てちょう,notebook,noun (common) (futsuumeishi),notebook | memo pad | (pocket) diary | certificate | identification card,review,55,noun_needs_review,general,notebook,手帳,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_04393,N2,手拭い,てぬぐい,(hand) towel,noun (common) (futsuumeishi),tenugui | (hand) towel (usu. thin cotton cloth),review,55,noun_needs_review,general,towel,手拭い,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_04394,N2,手洗い,てあらい,"restroom,lavatory,hand-washing",noun (common) (futsuumeishi),"washing one's hands | water (or basin, etc.) for washing one's hands | restroom | lavatory | toilet",review,55,noun_needs_review,general,restroom,手洗い,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_04395,N2,手続き,てつづき,"procedure,(legal) process,formalities",noun (common) (futsuumeishi),procedure | process | proceedings | formalities,review,55,noun_needs_review,general,procedure,手続き,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_04396,N2,手頃,てごろ,"moderate,handy",adjectival nouns or quasi-adjectives (keiyodoshi) | noun (common) (futsuumeishi),handy | convenient | suitable | reasonable | moderate,scene_image,68,visual_state_scene,action_state,moderate scene,手頃,action_state,adjective can be shown visually,Tanos JLPT vocabulary
n2_04397,N2,手首,てくび,wrist,noun (common) (futsuumeishi),wrist,review,55,noun_needs_review,general,wrist,手首,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_04398,N2,打ち消す,うちけす,"to deny,to negate,to contradict",Godan verb with 'su' ending | transitive verb,to deny | to contradict | to negate (esp. a sound) | to drown out,scene_image,72,person_action_scene,action_state,person denying,打ち消す,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04399,N2,打合せ,うちあわせ,"business meeting,previous arrangement,appointment",noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,"(preparatory) meeting | briefing session | (making) advance arrangements | overlap (of a coat, etc.) | making something match exactly",review,48,action_needs_review,person_family,person businessing meeting,打合せ,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n2_04400,N2,払い戻す,はらいもどす,"to repay,to pay back",Godan verb with 'su' ending | transitive verb,to repay | to pay back | to refund | to reimburse,scene_image,72,person_action_scene,action_state,person repaying,払い戻す,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04401,N2,払い込む,はらいこむ,"to deposit,to pay in",Godan verb with 'mu' ending | transitive verb,to deposit | to pay in,scene_image,72,person_action_scene,action_state,person depositting,払い込む,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04402,N2,承る,うけたまわる,"(hum) to hear,to be told,to know",Godan verb with 'ru' ending | transitive verb,to hear | to be told | to know | to receive (order) | to undertake,scene_image,72,person_action_scene,action_state,person hearing,承る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04403,N2,投書,とうしょ,"letter to the editor,letter from a reader,contribution",noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru,"letter (e.g. of complaint) | letter to the editor | letter from a reader | contribution (to a newspaper, magazine, etc.)",direct_image,84,single_object_or_place,object_tool,letter to the editor,投書,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary
n2_04404,N2,折角,せっかく,"with trouble,at great pains,long-awaited",adverb (fukushi) | noun (common) (futsuumeishi) | nouns which may take the genitive case particle 'no',with trouble | at great pains | rare | valuable | precious,skip,10,not_recommended,skip,with trouble,折角,,function word or bound form,Tanos JLPT vocabulary
n2_04405,N2,押える,おさえる,"to stop,to restrain,to seize,to repress,to suppress,to press down",Ichidan verb | transitive verb,to pin down | to hold down | to press down | to hold in place | to hold steady,scene_image,72,person_action_scene,action_state,person stopping,押える,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04406,N2,抽象,ちゅうしょう,abstract,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,abstraction,review,48,action_needs_review,person_family,person abstracting,抽象,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n2_04407,N2,担ぐ,かつぐ,"to shoulder,to carry on shoulder",Godan verb with 'gu' ending | transitive verb,to shoulder | to carry on one's shoulder | to nominate for a position | to choose as a representative | to take (someone) for a ride,scene_image,72,person_action_scene,action_state,person shoulderring,担ぐ,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04408,N2,拝む,おがむ,"to worship,to beg,to make a supplication",Godan verb with 'mu' ending | transitive verb,to assume the posture of praying | to press the palms and fingers of both hands together | to do reverence (e.g. before a statue of the Buddha) | to pay one's respects | to beg,scene_image,72,person_action_scene,action_state,person worshipping,拝む,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04409,N2,拝見,はいけん,"(hum) (pol) seeing,look at",noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,seeing | looking at,review,48,action_needs_review,person_family,person seeinging,拝見,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n2_04410,N2,拡充,かくじゅう,expansion,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,expansion,review,48,action_needs_review,person_family,person expansioning,拡充,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n2_04411,N2,拡張,かくちょう,"expansion,extension,enlargement,escape (ESC)",noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,expansion | extension | enlargement | escape | ESC,review,48,action_needs_review,person_family,person expansioning,拡張,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n2_04412,N2,括弧,かっこ,"parenthesis,brackets",noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,brackets | parentheses,review,48,action_needs_review,person_family,person parenthesissing,括弧,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n2_04413,N2,拭く,ふく,"to wipe,to dry",Godan verb with 'ku' ending | transitive verb,to wipe | to dry,scene_image,72,person_action_scene,action_state,person wiping,拭く,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04414,N2,持参,じさん,"bringing,taking,carrying",noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,bringing | taking | carrying,review,48,action_needs_review,person_family,person bringinging,持参,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n2_04415,N2,指定,してい,"designation,specification,assignment,pointing at",noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,designation | specification | assignment | appointment | pointing at,review,48,action_needs_review,person_family,person designationing,指定,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n2_04416,N2,挙げる,あげる,"to raise,to fly",Ichidan verb | transitive verb,to give (an example) | to list | to enumerate | to show | to display,scene_image,72,person_action_scene,action_state,person raising,挙げる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04417,N2,挟まる,はさまる,"to get between,to be caught in",Godan verb with 'ru' ending | intransitive verb,to get between | to be caught in,scene_image,72,person_action_scene,action_state,person getting between,挟まる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04418,N2,挟む,はさむ,"to interpose,to hold between,to insert",Godan verb with 'mu' ending | transitive verb,"to hold between (e.g. one's fingers, chopsticks) | to grip (from both sides) | to put between | to sandwich between | to insert",scene_image,72,person_action_scene,action_state,person interposing,挟む,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04419,N2,振り仮名,ふりがな,",pronunciation key",noun (common) (futsuumeishi),furigana | kana printed above or next to kanji to indicate pronunciation,skip,5,missing_meaning,skip,,振り仮名,,missing usable meaning,Tanos JLPT vocabulary
n2_04420,N2,振舞う,ふるまう,"to behave,to conduct oneself,to entertain (vt)",Godan verb with 'u' ending | intransitive verb | transitive verb,to behave | to conduct oneself | to act | to treat (someone) to (food or drink) | to entertain (e.g. to lunch),scene_image,72,person_action_scene,action_state,person behaving,振舞う,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04421,N2,挿す,さす,"to insert,to put in,to graft,to wear in belt",Godan verb with 'su' ending | transitive verb,to insert | to put in | to plant (a cutting) | to strike | to arrange (flowers),scene_image,72,person_action_scene,action_state,person inserting,挿す,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04422,N2,捕える,とらえる,"to seize,to grasp,to capture,to arrest",Ichidan verb | transitive verb,to catch | to capture | to seize | to arrest | to grab,scene_image,72,person_action_scene,action_state,person seizing,捕える,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04423,N2,捕る,とる,"to take,to catch (fish),to capture",Godan verb with 'ru' ending | transitive verb,"to catch (a wild animal, fish, insect, baseball, etc.) | to capture",scene_image,72,person_action_scene,action_state,person taking,捕る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04424,N2,捜す,さがす,"to search,to seek,to look for",Godan verb with 'su' ending | transitive verb,"to search for | to look for | to hunt for | to seek | to search (a house, pocket, etc.)",scene_image,72,person_action_scene,action_state,person searching,捜す,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04425,N2,捩る,ねじる,to twist,Godan verb with 'ru' ending | transitive verb,to twist | to screw | to wrench | to sprain,scene_image,72,person_action_scene,action_state,person twisting,捩る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04426,N2,捻る,ひねる,"to turn (a switch) on or off,to twist,to puzzle over",Godan verb with 'ru' ending | transitive verb,"to twist | to wrench | to turn (a tap, switch, etc.) | to twist (a body part) | to bend",scene_image,72,person_action_scene,action_state,person turning on or off,捻る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04427,N2,掃く,はく,"to sweep,to brush,to gather up",Godan verb with 'ku' ending | transitive verb,to sweep | to brush | to clean | to gather silkworms,scene_image,72,person_action_scene,action_state,person sweeping,掃く,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04428,N2,掏摸,すり,pickpocket,noun (common) (futsuumeishi),pickpocket,review,55,noun_needs_review,general,pickpocket,掏摸,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_04429,N2,掘る,ほる,"to dig,to excavate",Godan verb with 'ru' ending | transitive verb,"to dig | to excavate | to hollow | to delve into | to dig up (vegetables, treasure, etc.)",scene_image,72,person_action_scene,action_state,person digging,掘る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04430,N2,掛け算,かけざん,multiplication,noun (common) (futsuumeishi),multiplication,review,55,noun_needs_review,general,multiplication,掛け算,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_04431,N2,採る,とる,"(1) to adopt (measure, proposal),(2) to pick (fruit)",Godan verb with 'ru' ending | transitive verb,"to adopt (a method, proposal, etc.) | to take (a measure, course of action, etc.) | to decide on | to pick (e.g. flowers) | to gather (e.g. mushrooms)",scene_image,72,person_action_scene,action_state,person adopting (measure,採る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04432,N2,採点,さいてん,"marking,grading,looking over",noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,marking | grading | scoring,review,48,action_needs_review,person_family,person markinging,採点,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n2_04433,N2,探る,さぐる,"to search,to look for,to sound out",Godan verb with 'ru' ending | transitive verb,to feel around for | to fumble for | to grope for | to search for | to look for,scene_image,72,person_action_scene,action_state,person searching,探る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04434,N2,接する,せっする,"to come in contact with,to connect,to attend,to receive",suru verb - special class | intransitive verb,to touch | to come in contact with | to border on | to adjoin | to be adjacent,scene_image,72,person_action_scene,action_state,person coming in contact with,接する,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04435,N2,接続,せつぞく,"(1) connection,union,join,link,(2) changing trains",noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb | intransitive verb,connection | attachment | union | join | joint,review,48,action_needs_review,person_family,person connectioning,接続,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n2_04436,N2,接近,せっきん,"getting closer,drawing nearer,approaching",noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,"getting closer | drawing nearer | approaching | being not much different | being near (age, skill, etc.)",review,48,action_needs_review,person_family,person gettinging closer,接近,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n2_04437,N2,推定,すいてい,"presumption,assumption,estimation",noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb | nouns which may take the genitive case particle 'no',presumption | assumption | estimation,skip,10,not_recommended,skip,presumption,推定,,function word or bound form,Tanos JLPT vocabulary
n2_04438,N2,掻く,かく,"to scratch,to perspire",Godan verb with 'ku' ending | transitive verb,to scratch | to perspire | to shovel | to paddle,scene_image,72,person_action_scene,action_state,person scratching,掻く,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04439,N2,揃う,そろう,"to become complete,to be equal,to be all present,to gather",Godan verb with 'u' ending | intransitive verb,to be complete | to be all present | to make a full set | to be satisfied (of conditions) | to be equal,scene_image,72,person_action_scene,action_state,person becoming complete,揃う,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04440,N2,揃える,そろえる,"to put things in order,to arrange,to make uniform,to get something ready",Ichidan verb | transitive verb,to collect | to gather | to get together | to complete (a collection) | to arrange,scene_image,72,person_action_scene,action_state,person putting things in order,揃える,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04441,N2,揉む,もむ,"to rub,to crumple (up),to wrinkle",Godan verb with 'mu' ending | transitive verb,to rub | to crumple | to massage | to argue | to have a heated discussion,scene_image,72,person_action_scene,action_state,person rubbing,揉む,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04442,N2,揚げる,あげる,"to lift,to fry",Ichidan verb | transitive verb,"to deep-fry | to make deep-fried food | to launch (fireworks, etc.) | to hoist (e.g. a flag) | to (let) fly (e.g. a kite)",scene_image,72,person_action_scene,action_state,person lifting,揚げる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04443,N2,換気,かんき,ventilation,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,ventilation,review,48,action_needs_review,person_family,person ventilationing,換気,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n2_04444,N2,損得,そんとく,"loss and gain,advantage and disadvantage",noun (common) (futsuumeishi),loss and gain | advantage and disadvantage,review,55,noun_needs_review,general,loss and gain,損得,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_04445,N2,摩擦,まさつ,"friction,rubbing,rubdown,chafe",noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb | intransitive verb,friction | rubbing | chafing | discord | strife,review,48,action_needs_review,person_family,person frictioning,摩擦,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n2_04446,N2,撒く,まく,"to scatter,to sprinkle,to sow",Godan verb with 'ku' ending | transitive verb,"to scatter | to sprinkle | to strew | to distribute (flyers, etc.) | to give out",scene_image,72,person_action_scene,action_state,person scatterring,撒く,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04447,N2,撫でる,なでる,"to brush gently,to stroke",Ichidan verb | transitive verb,to stroke | to caress | to brush gently | to pat | to rub,scene_image,72,person_action_scene,action_state,person brushing gently,撫でる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04448,N2,撮影,さつえい,photographing,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,photography (still or motion) | photographing | filming | shooting | (video) recording,review,48,action_needs_review,person_family,person photographinging,撮影,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
